0.76482	0.31801	0.51679	-0.26958	0.56394	0.47644	0.54599	0.48035	0.29606	0.55474	0.39119	-0.25135	0.51289	0.079157	0.43168	0.10323	0.46465	0.2591	0.20397	0.38624	0.33733	0.30608	0.46765	0.4169	0.13472	0.050652	0.61728	0.52115	-0.22724	0.63414	0.63859	0.081775	-0.18525	0.51196	0.12591	0.48853	0.16739	0.61524	0.57612	0.27819	0.35614	0.21457	0.40899	0.56794	0.56716	0.1747	-0.075527	0.53583	0.24277	0.20516	-0.34742	-0.15523	0.50413	0.51718	0.35509	0.53556	0.40272	0.51276	-0.015921	0.38584	0.37029	0.21925	0.48007	0.15498	0.054799	0.34778	0.46968	-0.077065	-0.086673	0.53195	0.28728	0.39358	0.16197	0.5723	0.26222	-0.16666	0.19313	0.15403	0.51295	-0.1186	-0.16845	0.57339	0.63692	0.58439	0.044524	0.068503	-0.27984	0.49826	0.14001	0.31237	0.31438	-0.098077	0.15499	0.34511	0.30484	0.35681	0.28668	0.23431	0.42011	0.50176	0.32044	0.48915	0.38933	0.31212	0.50108	0.57188	-0.26158	0.41835	0.60326	0.058654	0.41176	-0.22103	0.47214	0.48628	0.26713	0.43181	0.45756	0.25559	0.60009	0.32839	0.62956	0.38887	0.27873	0.21647	0.36923	0.63082	-0.032988	0.54976	0.18565	0.46482	-0.084515	0.3016	-0.17118
0.31801	0.67584	0.39926	0.15619	0.11786	0.5326	0.37883	-0.042097	0.5516	-0.06932	-0.13078	-0.0010995	-0.049033	0.39625	0.62641	0.27734	0.51112	0.33856	0.20583	0.16925	0.17134	0.36178	0.071141	0.17675	0.30894	-0.39157	0.21502	0.27365	-0.0013532	0.31993	0.079686	-0.38749	-0.49002	-0.024207	-0.36838	0.19047	0.15669	0.15677	0.17838	0.52997	0.36063	0.34661	0.083326	0.23826	0.29807	0.35813	0.22885	0.2891	-0.028546	0.30112	-0.28167	-0.35768	-0.18582	0.288	0.16717	0.13792	0.21082	0.17186	0.39842	-0.1151	-0.11629	0.0027426	0.17522	-0.043319	-0.024924	-0.21711	0.60546	0.21693	-0.026676	0.013476	0.37454	0.19372	0.25449	0.1747	0.049175	0.22696	0.17843	0.50031	0.61583	0.11637	0.14437	0.19166	0.013999	0.16	-0.050283	0.20199	-0.055262	0.31182	0.37759	0.342	0.38184	-0.060622	0.22211	0.017703	-0.085092	0.15591	0.15204	0.029033	0.32698	0.22534	0.19012	0.20971	0.39225	0.063715	0.29802	0.04642	0.08002	0.19464	0.12576	-0.40044	0.32552	0.052352	0.42207	0.29797	-0.013179	0.1185	0.12489	-0.18241	0.32028	0.072439	0.085973	0.2304	0.4281	0.35789	0.34397	0.074203	0.27463	0.21274	-0.23921	0.14042	-0.19897	0.33755	0.54078
0.51679	0.39926	0.59452	-0.079364	0.23784	0.48915	0.49996	0.21337	0.38201	0.3398	0.095194	-0.31942	0.45376	0.041188	0.58497	0.37007	0.51488	0.50395	-0.027292	0.38668	0.00044427	0.4777	0.070268	0.022615	-0.0031067	-0.14481	0.52927	0.30387	-0.20378	0.36159	0.4394	-0.11767	-0.3333	0.12861	-0.047323	0.099687	0.19714	0.17234	0.1777	0.3535	0.24442	0.22984	0.34889	0.29445	0.16447	0.038189	0.09109	0.27134	-0.07809	0.034194	-0.33559	-0.19338	0.082981	0.228	0.26735	0.14048	0.35436	0.11712	0.12319	0.094404	0.21013	0.26912	0.15546	0.33734	-0.02655	0.26437	0.51761	-0.097118	-0.024971	0.29911	0.084592	0.037193	0.022122	0.26548	0.38391	-0.059467	-0.014938	0.30692	0.48426	0.0055334	-0.22717	0.19839	0.25702	0.13289	0.068716	0.0044596	-0.23548	0.10481	0.27592	0.11249	0.32081	-0.27348	0.0034981	0.034513	0.29369	0.060797	-0.0034101	0.12645	0.0919	0.13685	0.31452	0.06526	0.21603	-0.068191	0.14881	0.25233	-0.13667	0.044441	0.32308	-0.009816	0.4009	-0.16663	0.11529	0.11828	0.3043	0.12867	0.11233	-0.010904	0.45626	0.023985	0.26979	0.39675	0.2408	0.40431	0.13436	0.30807	0.2471	0.29171	-0.029241	0.14108	-0.18062	0.28751	0.368
-0.26958	0.15619	-0.079364	0.70522	-0.32948	0.054351	-0.14622	-0.45459	0.14579	-0.41921	-0.62834	0.2593	-0.32487	0.29785	0.013949	0.034523	0.13308	0.10607	-0.23711	-0.21835	-0.35619	0.15041	-0.35821	-0.38121	-0.02707	-0.18315	-0.2663	-0.056383	0.28605	-0.2477	-0.50499	-0.40312	-0.32009	-0.32985	-0.36734	-0.24395	0.19925	-0.39535	-0.26171	0.18596	-0.30101	0.33376	-0.27632	-0.27422	-0.18261	-0.12344	0.2982	-0.13231	-0.35656	-0.19112	0.10971	-0.3719	-0.55706	-0.11325	0.1222	-0.30711	-0.069696	-0.31763	0.43323	-0.30965	-0.22034	-0.064797	-0.44351	0.013673	-0.09743	-0.33159	0.01071	0.44389	0.38828	-0.45548	0.19087	-0.19705	-0.23959	-0.27523	0.018448	0.56494	-0.12207	0.46273	0.041914	0.40524	0.2217	-0.22637	-0.42686	-0.37033	0.05365	-0.067896	0.39344	-0.27449	0.27978	-0.075935	-0.053171	-0.17762	-0.23335	-0.38977	-0.26288	-0.22128	-0.31393	-0.050162	-0.095566	-0.38232	-0.12752	-0.30188	0.03083	-0.33199	-0.10224	-0.48152	0.56697	-0.1608	-0.39568	-0.4679	0.009441	0.22103	-0.12026	-0.17964	0.030068	-0.15139	-0.34055	-0.33087	-0.21449	-0.42865	-0.36031	-0.24512	-0.15933	0.30625	-0.18112	-0.39293	0.39617	-0.29602	-0.32953	-0.17447	0.11516	-0.21759	0.38465
0.56394	0.11786	0.23784	-0.32948	0.85499	0.1345	0.27583	0.33152	0.28515	0.65442	0.37934	-0.096618	0.36005	0.027334	0.16267	0.12812	0.17343	-0.0047012	0.28579	0.54294	0.52073	0.28726	0.67585	0.48605	0.25979	-0.41742	0.5544	0.51268	-0.072577	0.82991	0.48131	0.06415	-0.19081	0.80287	0.37526	0.62759	0.30243	0.69167	0.66321	0.21819	0.47441	0.25314	0.60015	0.71006	0.62693	0.35211	-0.34501	0.57312	0.50539	0.35441	-0.0046952	-0.027011	0.60055	0.61261	0.44329	0.71766	0.51841	0.60113	-0.089813	0.59001	0.58858	0.104	0.60131	0.23338	0.095818	0.62508	0.31589	0.036779	0.18176	0.52552	0.46035	0.42918	0.32729	0.76057	0.28287	-0.072943	0.40487	0.045357	0.3181	0.039059	0.067411	0.65465	0.75149	0.70844	0.25066	0.3183	0.008668	0.63079	-0.003413	0.37735	0.43434	0.21664	0.29733	0.50971	0.4789	0.44535	0.41248	0.35213	0.60632	0.67177	0.30694	0.61697	0.55254	0.50678	0.51921	0.69024	-0.14648	0.71581	0.73238	0.21393	0.22903	0.084701	0.60707	0.4952	0.33886	0.61621	0.68197	0.55166	0.64228	0.62076	0.79313	0.41375	0.17053	0.050352	0.36593	0.72827	-0.21341	0.80009	0.41696	0.57075	-0.28384	0.30176	-0.28093
0.47644	0.5326	0.48915	0.054351	0.1345	0.59569	0.50304	0.073525	0.49576	0.17521	-0.024947	-0.12961	0.13596	0.23373	0.65101	0.34045	0.48861	0.43383	-0.02163	0.27644	-0.018886	0.32957	0.029331	-0.0021681	0.1329	-0.19607	0.35431	0.37037	-0.033008	0.29925	0.32566	-0.28891	-0.39626	0.012333	-0.20072	0.072446	0.18667	0.098434	0.17215	0.38939	0.20644	0.27869	0.074017	0.24469	0.19197	0.13991	0.31146	0.28323	-0.075864	0.063859	-0.32947	-0.29771	-0.077281	0.19307	0.18978	0.075664	0.24038	0.15781	0.30353	-0.038053	-0.0069603	0.14533	0.11738	0.0727	0.011294	-0.09554	0.56553	0.023628	-0.055063	0.22344	0.11897	0.096778	0.062394	0.15922	0.12181	0.11956	0.0051678	0.3514	0.59086	-0.076725	-0.075106	0.16221	0.09649	0.11837	-0.13625	0.028056	-0.082239	0.1353	0.2473	0.14761	0.27575	-0.192	-0.034282	0.03069	-0.047911	0.14722	-0.024027	0.0023424	0.14872	0.13819	0.22626	0.098837	0.1606	-0.0081493	0.23441	0.14916	-0.076079	0.0098421	0.18146	-0.2353	0.39745	0.047605	0.22884	0.22842	0.062461	0.071266	0.043275	-0.16729	0.35232	-0.037041	0.11979	0.24966	0.35045	0.34809	0.21681	0.20155	0.24301	0.18361	-0.18869	0.12302	-0.16013	0.27508	0.47345
0.54599	0.37883	0.49996	-0.14622	0.27583	0.50304	0.54058	0.22884	0.43369	0.37269	0.15098	-0.24197	0.36145	0.07058	0.57383	0.21572	0.484	0.44657	0.041552	0.44377	0.1215	0.38841	0.14189	0.13576	0.096716	-0.13442	0.50445	0.40389	-0.10923	0.4527	0.49873	-0.1427	-0.30489	0.20459	-0.10877	0.16481	0.21768	0.23543	0.19884	0.31823	0.27799	0.21559	0.27405	0.3311	0.22431	0.13767	0.13603	0.31653	0.041256	0.080711	-0.32018	-0.21339	0.094431	0.25693	0.25494	0.17903	0.30789	0.23653	0.11959	0.087509	0.1246	0.23997	0.24453	0.20148	-0.10851	0.17008	0.48565	-0.061872	-0.042867	0.35838	0.03439	0.076785	0.078728	0.28308	0.21968	-0.017619	0.053441	0.26949	0.52042	-0.11499	-0.15744	0.21483	0.30314	0.2195	-0.053369	0.0067236	-0.14082	0.21394	0.12605	0.16776	0.34404	-0.14537	0.082859	0.095028	0.19606	0.13778	0.13892	0.070535	0.18566	0.25213	0.35485	0.16029	0.20081	0.038077	0.20289	0.32861	-0.17633	0.16068	0.33747	-0.033361	0.32459	-0.045451	0.25779	0.21587	0.22434	0.1192	0.17156	-0.035223	0.44481	0.125	0.28951	0.33277	0.226	0.3251	0.22654	0.3487	0.13862	0.28951	-0.055555	0.13731	-0.15451	0.33339	0.26544
0.48035	-0.042097	0.21337	-0.45459	0.33152	0.073525	0.22884	0.77483	-0.11738	0.48406	0.68908	-0.32231	0.65849	-0.34024	-0.032407	0.042465	0.07363	0.013473	0.23075	0.45008	0.42956	-0.068871	0.43027	0.48774	-0.050533	0.075005	0.50513	0.1538	-0.25259	0.35974	0.37334	0.30566	0.095704	0.24494	0.050655	0.44564	-0.14583	0.36128	0.27109	-0.051073	0.15447	-0.042716	0.32718	0.35375	0.35455	0.017582	-0.22074	0.26012	0.48689	0.10088	-0.50014	0.21342	0.45077	0.37769	0.053628	0.35428	0.02015	0.5482	-0.32694	-7.2148e-05	0.15222	0.059931	0.58496	0.24722	0.046548	0.20022	0.054387	-0.41321	-0.27023	0.21725	0.021126	0.29945	0.17706	0.33931	0.17216	-0.33741	0.11422	-0.06558	0.090638	-0.066765	-0.19919	0.2938	0.3934	0.44908	0.075076	-0.1868	-0.26348	0.25522	-0.17926	0.037105	0.056534	-0.22578	0.088214	0.12593	0.27774	0.21936	0.5233	0.11152	0.19807	0.49982	0.041893	0.40402	0.19571	0.18559	0.22767	0.69042	-0.37929	0.25933	0.31906	0.29971	0.22261	-0.11068	0.23562	0.224	0.057632	0.1508	0.33856	0.06513	0.22364	0.31551	0.37088	0.13946	0.28891	-0.082421	0.25581	0.34059	-0.096777	0.3791	-0.068461	0.1405	-0.15776	-0.17197	-0.1527
0.29606	0.5516	0.38201	0.14579	0.28515	0.49576	0.43369	-0.11738	0.75902	0.046619	-0.17405	0.051392	0.0048836	0.37414	0.6435	0.18785	0.43018	0.37542	-0.12509	0.052391	0.003809	0.53789	0.13686	0.025138	0.2592	-0.41295	0.27893	0.28689	0.16664	0.41359	0.21323	-0.26242	-0.35107	0.16377	-0.15195	0.18344	0.43074	0.17304	0.29193	0.55035	0.30857	0.48553	0.10979	0.34218	0.35298	0.31589	0.16914	0.41086	-0.16477	0.1234	-0.018106	-0.22886	-0.01412	0.3152	0.22834	0.22381	0.35343	0.18718	0.46376	0.11058	0.075508	0.071657	0.18737	-0.0094847	-0.037068	-0.09264	0.7024	0.23495	0.16901	0.24388	0.39876	0.22027	0.072007	0.28529	0.1356	0.43529	0.1865	0.51054	0.75589	0.078736	0.18052	0.29744	0.12858	0.21779	0.010522	0.32116	0.21727	0.30638	0.33019	0.26035	0.54827	0.050303	0.0056775	0.21376	-0.059088	0.27161	-0.069768	0.095016	0.3703	0.21525	0.17647	0.19679	0.3412	0.18471	0.38795	0.11841	0.17955	0.23112	0.30887	-0.24179	0.24041	0.19143	0.49011	0.36531	-0.0047524	0.3045	0.11064	-0.019422	0.51068	0.065034	0.20136	0.25714	0.32332	0.32543	0.25821	0.30472	0.22391	0.28484	-0.034191	0.28552	-0.28839	0.33059	0.31495
0.55474	-0.06932	0.3398	-0.41921	0.65442	0.17521	0.37269	0.48406	0.046619	0.88369	0.60842	-0.29493	0.67267	-0.23233	0.079911	0.16752	0.082874	0.15634	0.057646	0.57199	0.29686	0.15091	0.48987	0.24173	-0.16857	-0.046754	0.58032	0.42589	-0.21143	0.60249	0.61545	0.3996	-0.019888	0.56687	0.50172	0.4143	0.27404	0.42227	0.50365	-0.046194	0.20887	-0.075459	0.56243	0.4952	0.35217	-0.12791	-0.26568	0.34905	0.4212	-0.0089201	-0.13996	0.060895	0.6579	0.38387	0.44495	0.49489	0.50327	0.44116	-0.20711	0.57738	0.67519	0.41068	0.42437	0.40828	0.09775	0.75269	0.20268	-0.25806	0.016268	0.54111	-0.00017502	0.23874	-0.07571	0.55944	0.4742	-0.33055	0.074714	-0.1616	0.11856	-0.13071	-0.31838	0.48571	0.74394	0.5313	0.17907	-0.098873	-0.23968	0.2422	-0.04535	0.062932	0.15394	-0.13925	-0.074317	0.30729	0.51052	0.2572	0.24164	0.27822	0.19516	0.45504	0.2978	0.36207	0.14104	0.2253	0.27297	0.76351	-0.38639	0.33605	0.64233	0.40488	0.12239	-0.11095	0.1476	0.21465	0.39297	0.35865	0.47575	0.54436	0.4958	0.36413	0.68898	0.41629	0.059741	0.030906	0.091155	0.74557	-0.16652	0.59741	0.26285	0.32654	-0.087397	0.18629	-0.28832
