0.87991	0.28143	0.47643	-0.25678	0.59287	0.37486	0.50536	0.49914	0.24593	0.56635	0.37708	-0.37322	0.44693	0.16165	0.41136	0.10032	0.44161	0.26913	0.11848	0.49135	0.32441	0.14558	0.50603	0.43788	0.36579	-0.0041397	0.66628	0.63521	-0.33184	0.57356	0.6518	0.13344	0.4966	0.51536	0.17113	0.66311	0.6787	0.19774	0.27594	0.32225	0.32175	0.64785	0.58396	0.2204	0.048096	0.59585	0.1771	0.24814	-0.36077	-0.25312	0.63065	0.57359	0.39095	0.54656	0.42053	0.67956	-0.097797	0.24913	0.35838	0.18391	0.55448	0.17468	-0.096852	0.19016	0.38	-0.033796	-0.11406	0.51866	0.15782	0.53902	0.049247	0.59502	0.16287	-0.18576	0.19328	0.1022	0.53493	-0.18179	-0.167	0.59693	0.58842	0.64262	0.069551	0.05285	-0.33016	0.51211	-0.10968	0.28547	0.28628	-0.096773	0.078735	0.30554	0.01569	0.65515	0.24208	0.15983	0.39658	0.57455	0.41829	0.59734	0.32935	0.458	0.62777	0.66668	-0.28222	0.19969	0.63162	0.2408	0.45544	-0.31819	0.40836	0.60904	0.18493	0.46929	0.2189	0.66763	0.45185	0.47513	0.2461	0.24982	0.63746	0.70608	-0.18563	0.52759	0.18598	0.50552	-0.11685	0.20432	0.20166	-0.086518
0.28143	0.88806	0.6404	0.30408	0.22566	0.75178	0.55981	0.10284	0.63477	-0.21809	0.050333	0.2068	-0.15238	0.66934	0.67831	0.33738	0.58168	0.33041	0.35557	-0.10453	0.25294	0.27123	0.17307	0.2833	0.52941	-0.37787	0.10975	0.11355	0.025909	0.25875	0.016249	-0.36267	-0.10128	0.30205	0.31565	0.24871	0.35696	0.63504	0.49015	0.49074	-0.12787	0.143	0.41057	0.5594	0.22079	0.20574	-0.018702	0.53393	-0.17363	-0.46235	0.059576	0.35154	0.1235	0.21562	0.50742	0.29174	0.48451	0.10546	0.092577	0.0035095	0.12698	-0.11565	0.34835	-0.33414	0.75719	0.46556	-0.090899	0.055033	0.58644	0.42085	0.34808	0.1167	0.21981	0.29531	0.33918	0.58604	0.58018	0.31382	0.2545	0.30365	0.053234	0.31787	0.082286	0.30194	-0.052264	0.37098	0.60663	0.60717	0.23041	-0.0075798	0.22589	-0.04473	-0.40849	0.38246	0.22163	0.3103	0.45248	0.31304	0.33006	0.40302	0.39132	0.1875	0.42663	-0.0022338	0.16065	0.1232	0.085317	-0.47644	0.48869	0.027828	0.42229	0.39228	-0.24121	0.24955	-0.085055	0.18412	0.13021	0.078077	0.23288	0.20801	0.53756	0.23634	0.43137	0.29145	-0.24919	0.27801	-0.27016	0.39661	0.51995	0.29782
0.47643	0.6404	0.75762	0.079161	0.25859	0.67888	0.6256	0.26391	0.51729	0.12594	0.18004	-0.10023	0.3269	0.37133	0.68224	0.4861	0.62701	0.44119	0.1033	0.24851	0.14719	0.38523	0.17281	0.2157	0.24959	-0.18996	0.46905	0.20627	-0.14919	0.28874	0.37328	-0.12594	-0.0023076	0.21163	0.27551	0.24378	0.27728	0.56184	0.34083	0.44287	0.048999	0.23959	0.29955	0.28923	0.1107	0.21255	-0.11743	0.29875	-0.2919	-0.42657	0.13989	0.27867	0.2868	0.19928	0.45202	0.22682	0.23978	0.16388	0.2389	0.19224	0.094985	0.24816	0.23174	-0.069063	0.68424	0.1908	-0.1132	0.35613	0.32063	0.22184	0.23442	0.16353	0.43373	0.029821	0.26502	0.44803	0.51045	0.22489	-0.045171	0.26803	0.16375	0.22027	0.20135	0.18101	-0.20607	0.22326	0.43282	0.37679	0.17402	-0.12368	0.084292	0.057996	-0.24458	0.26449	0.08277	0.35062	0.25036	0.21439	0.45942	0.26826	0.29459	0.11442	0.29962	0.18265	-0.021141	0.01842	0.19311	-0.1259	0.57916	-0.1723	0.2063	0.24401	0.017361	0.20362	-0.010392	0.32531	0.097707	0.11673	0.1113	0.36818	0.34518	0.35354	0.37882	0.2782	-0.051879	0.24387	-0.29508	0.29022	0.31528	0.26875
-0.25678	0.30408	0.079161	0.94258	-0.15905	0.17319	-0.060748	-0.33366	0.36393	-0.5188	-0.52649	0.53612	-0.29771	0.60841	0.10636	-0.047342	0.27315	0.12513	-0.021879	-0.21532	-0.27492	0.27679	-0.21965	-0.25925	0.081494	-0.21409	-0.22895	-0.13471	0.46746	-0.17112	-0.4684	-0.2274	-0.24558	-0.14577	0.43633	-0.31497	-0.16068	0.46758	-0.17977	0.48361	-0.28206	-0.24085	-0.071793	-0.03629	0.27848	-0.12558	-0.23863	-0.012292	0.32939	-0.43743	-0.47233	0.014217	0.24002	-0.20647	0.22778	-0.2147	0.67198	-0.066867	-0.04849	-0.04237	-0.41379	0.022402	-0.051706	-0.36453	0.24969	0.66949	0.39693	-0.36165	0.46754	0.028541	-0.14978	-0.22106	0.21291	0.77017	0.013619	0.5196	0.041244	0.56867	0.45992	-0.13753	-0.34056	-0.22386	0.13772	0.17365	0.5614	-0.18812	0.53448	0.086825	-0.024253	-0.065712	-0.20727	-0.34191	-0.41183	-0.11626	-0.28673	0.19898	0.077466	-0.25404	-0.19378	-0.18125	0.17763	-0.25859	-0.026999	-0.43974	0.74442	-0.0015898	-0.32658	-0.44246	-0.10026	0.43742	-0.0062238	-0.13866	-0.18521	0.024352	-0.31921	-0.20853	-0.37294	-0.22905	-0.11161	0.4272	-0.056138	-0.27515	0.36678	-0.093191	-0.25762	-0.0014855	-0.043645	0.020822	0.56864	0.48483
0.59287	0.22566	0.25859	-0.15905	0.96227	0.23139	0.32719	0.36933	0.43117	0.51925	0.27919	0.043382	0.18677	0.32238	0.23414	0.13375	0.25908	-0.047981	0.32638	0.49358	0.58656	0.31172	0.76126	0.58558	0.54821	-0.47728	0.54713	0.57405	0.036008	0.87738	0.47114	-0.12417	0.80753	0.72563	0.3171	0.81949	0.72242	0.29034	0.62446	0.489	0.67684	0.80199	0.72959	0.52641	-0.35426	0.69252	0.53001	0.53887	0.11475	-0.15563	0.74131	0.72551	0.49368	0.78377	0.53586	0.73566	0.12817	0.66635	0.71767	-0.0054892	0.72961	0.1178	0.0057711	0.44159	0.34101	0.29533	0.40012	0.49827	0.54193	0.60377	0.35646	0.82071	0.19274	0.12086	0.58836	0.14446	0.39534	0.18961	0.20876	0.71669	0.80501	0.78839	0.36914	0.49466	0.12886	0.74874	0.057388	0.44683	0.69782	0.41884	0.3153	0.53425	0.23635	0.67965	0.45504	0.52636	0.73438	0.80416	0.35899	0.76434	0.64389	0.6757	0.65951	0.77669	0.088411	0.73852	0.78441	0.22972	0.33315	0.091939	0.70651	0.66987	0.33617	0.75502	0.60156	0.73949	0.79807	0.78292	0.24973	0.2515	0.60386	0.79545	-0.19624	0.9168	0.44525	0.65529	-0.34823	0.31197	0.41857	-0.23865
0.37486	0.75178	0.67888	0.17319	0.23139	0.75054	0.59176	0.13197	0.59105	-0.011883	0.063886	0.070813	0.039813	0.51093	0.68841	0.41612	0.55646	0.32708	0.18837	0.064158	0.17496	0.30283	0.15939	0.19804	0.34313	-0.29164	0.27356	0.16848	-0.018487	0.25451	0.22852	-0.24309	-0.047203	0.22673	0.33388	0.22334	0.29255	0.56488	0.36906	0.40693	-0.030351	0.16488	0.32327	0.37783	0.23125	0.18283	-0.044382	0.34062	-0.17136	-0.49688	0.045574	0.2586	0.15685	0.186	0.43317	0.24319	0.38318	0.16122	0.12682	0.080553	0.061583	-0.036738	0.323	-0.17121	0.68498	0.31403	-0.04883	0.24442	0.38891	0.26864	0.26635	0.11579	0.20202	0.16165	0.29613	0.47549	0.53	0.20044	0.071332	0.25623	0.079512	0.23866	0.10687	0.25431	-0.076584	0.24374	0.46303	0.40048	0.17338	-0.058858	0.068964	0.035879	-0.33698	0.31375	0.087466	0.31241	0.28179	0.24428	0.35705	0.31369	0.24306	0.1525	0.34322	0.097725	0.017637	0.053263	0.14701	-0.32609	0.55104	0.01862	0.27477	0.28731	-0.062918	0.19456	-0.015539	0.24311	0.10226	0.070767	0.12056	0.22437	0.3773	0.28871	0.38838	0.25219	-0.12264	0.2329	-0.23455	0.34214	0.40469	0.25281
0.50536	0.55981	0.6256	-0.060748	0.32719	0.59176	0.60351	0.3216	0.50686	0.1857	0.19258	-0.12656	0.30059	0.32028	0.61282	0.29618	0.51891	0.41158	0.078687	0.26367	0.25918	0.29089	0.28418	0.31005	0.35249	-0.15717	0.44482	0.25244	-0.11061	0.36501	0.41598	-0.11535	0.057241	0.32717	0.26017	0.34388	0.37917	0.45382	0.34169	0.41105	0.00453	0.31493	0.3985	0.35919	0.11408	0.28985	-0.021707	0.31939	-0.28295	-0.39855	0.19931	0.34617	0.25025	0.29772	0.35972	0.35337	0.20498	0.1926	0.15874	0.20041	0.21416	0.11283	0.16134	-0.12963	0.64214	0.17331	-0.13052	0.43029	0.22746	0.27216	0.2369	0.22802	0.26952	0.056609	0.32411	0.3976	0.57858	0.096913	-0.060552	0.3536	0.24219	0.33569	0.17041	0.19462	-0.12487	0.35126	0.24589	0.38627	0.27016	-0.024855	0.11629	0.14796	-0.30176	0.39197	0.1992	0.28722	0.33881	0.36461	0.47436	0.40426	0.31361	0.26569	0.42484	0.26655	-0.084824	0.13634	0.25049	-0.18286	0.51231	-0.10775	0.36688	0.36573	-0.099303	0.27599	0.06098	0.36494	0.20794	0.11984	0.098284	0.23639	0.4556	0.45199	0.26326	0.31558	-0.02942	0.31362	-0.25696	0.22316	0.3338	0.23725
0.49914	0.10284	0.26391	-0.33366	0.36933	0.13197	0.3216	0.74797	-0.07065	0.4438	0.75473	-0.26105	0.48687	-0.17064	0.048836	0.091427	0.12283	0.091862	0.16011	0.41986	0.5167	-0.11292	0.47051	0.5759	0.10491	0.11744	0.37068	0.26063	-0.25885	0.32005	0.24606	0.027448	0.20215	0.60178	-0.01542	0.44413	0.46306	0.050285	0.2492	0.089775	0.084183	0.33601	0.53385	0.18295	-0.21655	0.23107	0.32842	0.27874	-0.43092	-0.0038885	0.47417	0.38181	0.18714	0.46892	-0.013163	0.35854	-0.29164	-0.01834	0.1879	0.026661	0.46166	0.25411	0.14438	-0.035435	0.17325	-0.17406	-0.31183	0.17264	0.16047	0.27828	0.17301	0.26001	0.11868	-0.23471	0.32784	0.0069358	0.1355	0.030168	-0.11845	0.48363	0.33723	0.36541	0.29105	-0.001847	-0.2603	0.34655	-0.13068	0.088834	0.18104	-0.12982	0.12364	0.20119	-0.075705	0.28067	0.39804	0.15613	0.21613	0.50883	0.11769	0.52747	0.29638	0.3611	0.4061	0.55013	-0.22983	0.29307	0.24703	0.20862	0.20558	-0.19417	0.23486	0.2569	-0.12853	0.25144	0.24391	0.22067	0.29739	0.052785	0.2401	-0.031075	0.31326	0.36245	-0.031153	0.37711	0.0074888	0.21234	-0.19112	-0.18965	0.10214	-0.18452
0.24593	0.63477	0.51729	0.36393	0.43117	0.59105	0.50686	-0.07065	0.88404	-0.053346	-0.14397	0.34576	-0.059678	0.72724	0.65888	0.24916	0.48454	0.24817	0.059611	0.02799	0.10228	0.55404	0.26802	0.11284	0.49963	-0.4964	0.26126	0.18743	0.33916	0.42749	0.18735	-0.29372	0.1767	0.25591	0.56346	0.25904	0.34933	0.6869	0.4123	0.63502	0.22854	0.30528	0.37529	0.43598	0.062346	0.33319	-0.057522	0.34965	0.17774	-0.31881	0.13797	0.40933	0.31456	0.27817	0.64398	0.36486	0.74243	0.41888	0.32025	0.047476	0.20852	-0.036178	-0.014382	-0.057509	0.78259	0.57868	0.41658	0.32509	0.53641	0.40768	0.17571	0.32003	0.24722	0.56424	0.38719	0.53844	0.66872	0.35623	0.38294	0.30192	0.20376	0.37224	0.15215	0.44938	0.35188	0.35465	0.46173	0.42527	0.42304	0.24008	0.032498	0.11891	-0.17979	0.45376	0.020781	0.51465	0.50563	0.31872	0.33276	0.34919	0.42222	0.24803	0.44076	0.17241	0.37384	0.28848	0.30143	-0.241	0.27793	0.33014	0.49972	0.40768	-0.0057306	0.42589	0.06665	0.39768	0.25493	0.2922	0.21978	0.37741	0.46295	0.47069	0.24368	0.39461	0.029903	0.38773	-0.39875	0.48158	0.62738	0.31573
0.56635	-0.21809	0.12594	-0.5188	0.51925	-0.011883	0.1857	0.4438	-0.053346	0.93323	0.54287	-0.43266	0.54484	-0.34383	0.014547	0.17947	-0.043719	0.054569	-0.13048	0.7722	0.21957	-0.0046831	0.40332	0.17981	-0.12272	-0.092033	0.54432	0.60147	-0.27895	0.47663	0.59607	-0.028161	0.56624	0.3236	0.1572	0.37696	0.39177	-0.2129	0.034066	-0.12005	0.55953	0.50448	0.27301	-0.17027	-0.21508	0.33983	0.30931	-0.11165	-0.17974	-0.026517	0.55054	0.29569	0.39558	0.40546	0.20072	0.39567	-0.32246	0.25434	0.50969	0.33178	0.40468	0.43683	-0.1621	0.60958	0.01764	-0.32527	0.028603	0.46811	-0.23194	0.16798	-0.15989	0.49942	0.18084	-0.40543	0.011015	-0.26361	0.11959	-0.30103	-0.34466	0.37045	0.50655	0.36137	0.094193	-0.10392	-0.26749	0.1888	-0.38729	-0.18948	0.14037	-0.11329	-0.13488	0.26806	0.3587	0.27411	0.094051	0.032536	0.041834	0.36612	0.22744	0.27914	0.067869	0.26711	0.24473	0.80663	-0.42663	0.19619	0.60178	0.6243	0.0368	-0.19163	0.045689	0.20071	0.38409	0.24512	0.41236	0.52371	0.37189	0.38467	0.053522	0.076779	0.11045	0.5736	-0.32161	0.40698	0.24892	0.22173	-0.048133	0.011326	-0.19102	-0.20484
